abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,P0424_PEDE_B25_F03_001,,https://api.dc.library.northwestern.edu/api/v2/works/69682a96-5540-4dcd-8659-2c237c87eeea,Work,ark:/81985/n2t72b727,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/69682a96-5540-4dcd-8659-2c237c87eeea,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993|Phoenix, Ray",2022-09-30T14:45:05.464782Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"April 23, 1953",,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso|p. 7 recto|p. 7 verso|p. 8 recto|p. 8 verso|p. 9 recto|p. 9 verso|p. 10 recto|p. 10 verso|p. 11 recto|p. 11 verso,Lydia Pederson and Ray Phoenix,3,personal correspondence|invoices,69682a96-5540-4dcd-8659-2c237c87eeea,,https://api.dc.library.northwestern.edu/api/v2/works/69682a96-5540-4dcd-8659-2c237c87eeea?as=iiif,2023-02-20T16:39:31.529709,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.012108Z,,,33 cm (height) x 20 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/931dc6aa-0732-478c-9667-333d4d3d1d97,,Copyright Undetermined,"Typed correspondence between Pederson and filmmaker Ray Phoenix concerns her obtaining his films of native life (Shembe, Abakhwetha, witch doctors), firewalking, and Egypt (from his trip to East Africa in 1950), and requests for him to obtain lion or other animal films for her. Two untitled, uncredited narration scripts apparently by Phoenix (for the Abakwetha and firewalking films; annotated by Pederson). Phoenix mentions his original script for a Shembe film (this may be the narration entitled ""Against the swirl of time"", original title ""The place of spiritual uplift""). Receipts for films and records. Phoenix' plan to go to Kruger Park to photograph the Dhomba or Python girls' initiation dance; and his hope to tour the United States. Related correspondence between Pederson and African Car Hire regarding a misplaced tripod.","Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/69682a96-5540-4dcd-8659-2c237c87eeea/thumbnail,Correspondence between Ray Phoenix and Lydia Pederson; including invoices,Public,Image
,P0424_PEDE_B25_F05_002,,https://api.dc.library.northwestern.edu/api/v2/works/db046aa3-37cb-4270-8792-116cd0b79f0c,Work,ark:/81985/n2kp7xh5h,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/db046aa3-37cb-4270-8792-116cd0b79f0c,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:57.400205Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso|p. 7 recto|p. 7 verso|p. 8 recto|p. 8 verso|p. 9 recto|p. 9 verso|p. 10 recto|p. 10 verso|p. 11 recto|p. 11 verso|p. 12 recto|p. 12 verso|p. 13 recto|p. 13 verso|p. 14 recto|p. 14 verso|p. 15 recto|p. 15 verso|p. 16 recto|p. 16 verso|p. 17 recto|p. 17 verso|p. 18 recto|p. 18 verso,Newspaper clippings; invoices and receipts; spreadsheets,5,documents (object genre),db046aa3-37cb-4270-8792-116cd0b79f0c,,https://api.dc.library.northwestern.edu/api/v2/works/db046aa3-37cb-4270-8792-116cd0b79f0c?as=iiif,2023-02-20T16:39:31.620084,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.048734Z,,,14 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/b05c42c6-883a-44d1-9e75-453d5e30dc13,,Copyright Undetermined,The spreadsheets represent film-related income and expenses,"Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/db046aa3-37cb-4270-8792-116cd0b79f0c/thumbnail,Materials related to tickets for film screenings; including handwritten notes and flyers,Public,Image
,P0424_PEDE_B25_F05_006,,https://api.dc.library.northwestern.edu/api/v2/works/f60b3aa4-891e-405d-9195-97712b430881,Work,ark:/81985/n20r9pw3r,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/f60b3aa4-891e-405d-9195-97712b430881,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:26.213540Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"April 16, 1953",,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso,Newspaper clippings; invoices and receipts; spreadsheets,5,correspondence|receipts (financial records)|receipts (financial records),f60b3aa4-891e-405d-9195-97712b430881,,https://api.dc.library.northwestern.edu/api/v2/works/f60b3aa4-891e-405d-9195-97712b430881?as=iiif,2023-02-20T16:39:31.627262,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.063226Z,,,9.5 cm (height) x 16 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/a08d02a0-4148-45e6-b109-c0c0ca099d10,,Copyright Undetermined,The spreadsheets represent film-related income and expenses,"Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa|United Airlines",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/f60b3aa4-891e-405d-9195-97712b430881/thumbnail,"Materials related to United Air Lines; including receipt, correspondence and addresses",Public,Image
,P0424_PEDE_B25_F01_015,,https://api.dc.library.northwestern.edu/api/v2/works/41d1efa6-3624-45ed-bf15-391993985202,Work,ark:/81985/n23j3cs6q,e877c25f-c69d-4684-a4ec-fe687d912348,,25,https://dc.library.northwestern.edu/items/41d1efa6-3624-45ed-bf15-391993985202,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-10-03T19:00:37.891540Z,,d51b47c0-04ba-4b99-ab1f-1b6148c836ab,,1953,,p. 1 recto|p. 1 verso,,1,documentary scripts,41d1efa6-3624-45ed-bf15-391993985202,,https://api.dc.library.northwestern.edu/api/v2/works/41d1efa6-3624-45ed-bf15-391993985202?as=iiif,2023-02-20T16:39:20.801218,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson_folder_1.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T13:16:51.648600Z,,Chiefly typescripts; some manuscript material,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2023', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/79c9da27-9165-4375-822d-814f11fb9231,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Bavenda -- ""Faith and fire"" -- Victoria Falls -- The Voortrekker Monument","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/41d1efa6-3624-45ed-bf15-391993985202/thumbnail,WHILE WE ARE LOOKING AT THE MYRIAD STATUES WHICH ADORN THE HINDUE TEMPLES I WILL EXPLAIN THE CEREMONEY WE ARE ABOUT TO SEE.,Public,Image
,P0424_PEDE_B25_F01_010,,https://api.dc.library.northwestern.edu/api/v2/works/86a17da1-1c7e-427b-8229-a0376fd0aa6f,Work,ark:/81985/n2dv1gd9m,e877c25f-c69d-4684-a4ec-fe687d912348,,25,https://dc.library.northwestern.edu/items/86a17da1-1c7e-427b-8229-a0376fd0aa6f,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-10-03T19:00:45.603599Z,,d51b47c0-04ba-4b99-ab1f-1b6148c836ab,,1953,,p. 1 recto|p. 1 verso,,1,documentary scripts,86a17da1-1c7e-427b-8229-a0376fd0aa6f,,https://api.dc.library.northwestern.edu/api/v2/works/86a17da1-1c7e-427b-8229-a0376fd0aa6f?as=iiif,2023-02-20T16:39:20.949194,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson_folder_1.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T13:16:51.684083Z,,Chiefly typescripts; some manuscript material,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2023', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/1a09b800-7ea9-45cb-b948-ff6aec4972e3,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Bavenda -- ""Faith and fire"" -- Victoria Falls -- The Voortrekker Monument","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/86a17da1-1c7e-427b-8229-a0376fd0aa6f/thumbnail,I visited the tombs at Memphis and Sakkara.,Public,Image
,P0424_PEDE_B25_F02_013,,https://api.dc.library.northwestern.edu/api/v2/works/19cbf811-ee1e-4417-ab3b-5ba3fee6febe,Work,ark:/81985/n2c53hs81,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/19cbf811-ee1e-4417-ab3b-5ba3fee6febe,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:52.982898Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso,,2,documents (object genre),19cbf811-ee1e-4417-ab3b-5ba3fee6febe,,https://api.dc.library.northwestern.edu/api/v2/works/19cbf811-ee1e-4417-ab3b-5ba3fee6febe?as=iiif,2023-02-20T16:39:26.572872,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.939205Z,,,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/e7705c91-c638-4738-95c1-6f93f681282f,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/19cbf811-ee1e-4417-ab3b-5ba3fee6febe/thumbnail,Witch Doctor,Public,Image
,P0424_PEDE_B25_F04_008,,https://api.dc.library.northwestern.edu/api/v2/works/1d3b0bdd-6738-4523-ae24-cef2037400a9,Work,ark:/81985/n2jq0wm5t,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/1d3b0bdd-6738-4523-ae24-cef2037400a9,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:09.620336Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"May 10, 1953",,p. 1 recto|p. 1 verso,Fundraising; miscellaneous correspondence,4,personal correspondence,1d3b0bdd-6738-4523-ae24-cef2037400a9,,https://api.dc.library.northwestern.edu/api/v2/works/1d3b0bdd-6738-4523-ae24-cef2037400a9?as=iiif,2023-02-20T16:39:26.575795,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.943351Z,,,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/001a2822-99fd-42a1-abf7-6dd94de681ed,,Copyright Undetermined,"Includes tickets, and correspondence with attendees at lectures. Pederson gave lectures in support of a guild hall for the Episcopal Church in Belvidere, Ill.","Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/1d3b0bdd-6738-4523-ae24-cef2037400a9/thumbnail,Correspondence to Lydia Pederson from Charles G. Ames,Public,Image
,P0424_PEDE_B25_F02_010,,https://api.dc.library.northwestern.edu/api/v2/works/d78f5ba3-b0bf-493d-b7d6-43727d801fde,Work,ark:/81985/n2959g060,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/d78f5ba3-b0bf-493d-b7d6-43727d801fde,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:10.270298Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso,,2,documents (object genre),d78f5ba3-b0bf-493d-b7d6-43727d801fde,,https://api.dc.library.northwestern.edu/api/v2/works/d78f5ba3-b0bf-493d-b7d6-43727d801fde?as=iiif,2023-02-20T16:39:26.666065,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.044576Z,,,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/d87ffd01-8909-4a06-8ff6-a2df1c31b310,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/d78f5ba3-b0bf-493d-b7d6-43727d801fde/thumbnail,Shembe,Public,Image
,P0424_PEDE_B25_F04_006,,https://api.dc.library.northwestern.edu/api/v2/works/ec605577-b23d-4f35-bb08-0c5294136fa9,Work,ark:/81985/n2pg1md8g,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/ec605577-b23d-4f35-bb08-0c5294136fa9,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:07.324022Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"August 28, 1953",,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso|p. 7 recto|p. 7 verso|p. 8 recto|p. 8 verso|p. 9 recto|p. 9 verso|p. 10 recto|p. 10 verso|p. 11 recto|p. 11 verso|p. 12 recto|p. 12 verso|p. 13 recto|p. 13 verso|p. 14 recto|p. 14 verso|p. 15 recto|p. 15 verso|p. 16 recto|p. 16 verso|p. 17 recto|p. 17 verso|p. 18 recto|p. 18 verso|p. 19 recto|p. 19 verso|p. 20 recto|p. 20 verso,Fundraising; miscellaneous correspondence,4,correspondence,ec605577-b23d-4f35-bb08-0c5294136fa9,,https://api.dc.library.northwestern.edu/api/v2/works/ec605577-b23d-4f35-bb08-0c5294136fa9?as=iiif,2023-02-20T16:39:26.672158,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.055626Z,,,27.5 cm (height) x 21 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/b7625083-1cf3-45e3-b5a8-791e0f400b63,,Copyright Undetermined,"Includes tickets, and correspondence with attendees at lectures. Pederson gave lectures in support of a guild hall for the Episcopal Church in Belvidere, Ill.","Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/ec605577-b23d-4f35-bb08-0c5294136fa9/thumbnail,Correspondence to Lydia Pederson relating to church benefit tickets,Public,Image
,P0424_PEDE_B25_F02_002,,https://api.dc.library.northwestern.edu/api/v2/works/23fb4e03-8689-45fb-8c2c-608045d01202,Work,ark:/81985/n20v8d831,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/23fb4e03-8689-45fb-8c2c-608045d01202,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:48.726459Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso,,2,documents (object genre),23fb4e03-8689-45fb-8c2c-608045d01202,,https://api.dc.library.northwestern.edu/api/v2/works/23fb4e03-8689-45fb-8c2c-608045d01202?as=iiif,2023-02-20T16:39:31.426613,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.950388Z,,,27.5 cm (height) x 21 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/7c207885-2a26-4ad1-82b1-74ad8769ce23,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/23fb4e03-8689-45fb-8c2c-608045d01202/thumbnail,Africa is a fabulous land of extreme contrasts,Public,Image
